
温馨提示,#genre#
CCTV-16-奥林匹克,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gHs5W8&tk=jcmngPC64ClK
CCTV17-农村农业,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=crMSFd&tk=jcmngPC64ClK
广东经济科教,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=dIOX8n&tk=jcmngPC64ClK
大湾区卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=eXbGgO&tk=jcmngPC64ClK
广东影视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=1pwB3y&tk=jcmngPC64ClK
广东少儿,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=lSVxx0&tk=jcmngPC64ClK
嘉佳卡通,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=soMVIM&tk=jcmngPC64ClK
惠州都市生活,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hQQbx5&tk=jcmngPC64ClK
岭南戏曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ITgULW&tk=jcmngPC64ClK
浙江卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=3TtOje&tk=jcmngPC64ClK
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tpEbjp&tk=jcmngPC64ClK
东方卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=5g0ppJ&tk=jcmngPC64ClK
安徽卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=nAhhiL&tk=jcmngPC64ClK
北京卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=13boTZ&tk=jcmngPC64ClK
天津卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=T3CLXO&tk=jcmngPC64ClK
山东卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=y7bYHN&tk=jcmngPC64ClK
江西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Stdffr&tk=jcmngPC64ClK
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gm7wSz&tk=jcmngPC64ClK
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=YyF7Yg&tk=jcmngPC64ClK
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=jI1kTd&tk=jcmngPC64ClK
黑龙江卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=RILJS5&tk=jcmngPC64ClK
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=s5NTyz&tk=jcmngPC64ClK
四川卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FBz12X&tk=jcmngPC64ClK
河南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2TTMn2&tk=jcmngPC64ClK

深圳卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=KeXa0n&tk=jcmngPC64ClK
山东卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2CYKi3&tk=jcmngPC64ClK
黑龙江卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=j3waca&tk=jcmngPC64ClK
安徽卫视.,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZxqHMz&tk=jcmngPC64ClK
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=STFzKg&tk=jcmngPC64ClK
东南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=mHM7y5&tk=jcmngPC64ClK
广东卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rtNDqY&tk=jcmngPC64ClK
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=eONBTe&tk=jcmngPC64ClK
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=N0Pqy3&tk=jcmngPC64ClK
河北卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZxlrKK&tk=jcmngPC64ClK
厦门卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=rsjQ6v&tk=jcmngPC64ClK
新闻频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=UneNmX&tk=jcmngPC64ClK
政法频道,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=bOYzIf&tk=jcmngPC64ClK
海南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=qEvG7v&tk=jcmngPC64ClK
文旅民生,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=8Ow294&tk=jcmngPC64ClK
怀化新闻综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=H1O22Z&tk=jcmngPC64ClK
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=yHoElN&tk=jcmngPC64ClK
快乐垂钓,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=x0hPnJ&tk=jcmngPC64ClK
陕西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=GysRdV&tk=jcmngPC64ClK
CCTN,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=MFZa3k&tk=jcmngPC64ClK
CETV,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gbqEHc&tk=jcmngPC64ClK
四川卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=06kJ9I&tk=jcmngPC64ClK
优漫卡通,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=3wsCdy&tk=jcmngPC64ClK
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZnhsVf&tk=jcmngPC64ClK
云南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=LI8QPg&tk=jcmngPC64ClK
河南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=areSnW&tk=jcmngPC64ClK
CETV-2,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=RGjwR8&tk=jcmngPC64ClK
内蒙古卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iggqvF&tk=jcmngPC64ClK
北京频道,#genre#
CCTV1-综合,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=wWsb53&tk=jcmngPC64ClK
CCTV2-财经,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=vMfdzE&tk=jcmngPC64ClK
CCTV3-综艺,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=v9zVBA&tk=jcmngPC64ClK
CCTV4-国际,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=KZBSTv&tk=jcmngPC64ClK
CCTV5-体育,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=SVKZCc&tk=jcmngPC64ClK
CCTV6-电影,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hOIau5&tk=jcmngPC64ClK
CCTV7-军农,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6LDWdV&tk=jcmngPC64ClK
CCTV8-电视剧,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=AnNR5I&tk=jcmngPC64ClK
CCTV9-纪录,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=FFtoFP&tk=jcmngPC64ClK
CCTV10-科教,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2Mi5p0&tk=jcmngPC64ClK
CCTV11-戏曲,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=i3IblD&tk=jcmngPC64ClK
CCTV12-社会与法,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=uFAiXR&tk=jcmngPC64ClK
CCTV13-新闻,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=tcVjEA&tk=jcmngPC64ClK
CCTV14-少儿,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=LoJALC&tk=jcmngPC64ClK
CCTV15-音乐,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=2MZ513&tk=jcmngPC64ClK
BTV北京卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=usFqwW&tk=jcmngPC64ClK
BTV文艺,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=qyeDqo&tk=jcmngPC64ClK
BTV科教,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=gx8PA4&tk=jcmngPC64ClK
BTV影视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=mtiEsC&tk=jcmngPC64ClK
BTV财经,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=iJ491A&tk=jcmngPC64ClK
4K超清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=w7UOij&tk=jcmngPC64ClK
BTV生活,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=fxBqvL&tk=jcmngPC64ClK
CCTV5+,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6TaeYj&tk=jcmngPC64ClK
BTV新闻,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=TLjmqG&tk=jcmngPC64ClK
BTV体育,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=NWtFNC&tk=jcmngPC64ClK
湖南卫视高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=SBORe4&tk=jcmngPC64ClK
浙江卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=AEvzHm&tk=jcmngPC64ClK
江苏卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=yNQSQJ&tk=jcmngPC64ClK
安徽卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=kDbmPW&tk=jcmngPC64ClK
天津卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=eA9ED7&tk=jcmngPC64ClK
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=IWKx5k&tk=jcmngPC64ClK
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=l3SqPJ&tk=jcmngPC64ClK
云南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=UdAzJA&tk=jcmngPC64ClK
河南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=bztrCv&tk=jcmngPC64ClK
黑龙江卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=Cplij6&tk=jcmngPC64ClK
四川卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=cBtnlH&tk=jcmngPC64ClK
江西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=4l8ozh&tk=jcmngPC64ClK
贵州卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ds2PNa&tk=jcmngPC64ClK
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=fST9rG&tk=jcmngPC64ClK
湖北卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=N6QSAX&tk=jcmngPC64ClK
东方卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=3nI5SM&tk=jcmngPC64ClK
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=KJPnHG&tk=jcmngPC64ClK
东南卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=oBwLXB&tk=jcmngPC64ClK
河北卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=XQKBZT&tk=jcmngPC64ClK
广东卫视-高清,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=dn0UMJ&tk=jcmngPC64ClK
广西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=vcbWLp&tk=jcmngPC64ClK
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=4SdSr0&tk=jcmngPC64ClK
陕西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=xfOoS2&tk=jcmngPC64ClK
山西卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=ZP3a9o&tk=jcmngPC64ClK
内蒙古卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=6LULiH&tk=jcmngPC64ClK
青海卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=74o53a&tk=jcmngPC64ClK
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hraHsN&tk=jcmngPC64ClK
西藏卫视,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=hiNOJF&tk=jcmngPC64ClK
